GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
0400000US01,01,Alabama,,522293,International trade financing,,2012,1,,,,,,
0400000US01,01,Alabama,,522298,All other nondepository credit intermediation,,2012,438,334826,59061,15460,1675,3.0,2.7
0400000US01,01,Alabama,,5222981,Pawnshops,,2012,414,264717,48053,12261,1501,3.6,3.4
0400000US01,01,Alabama,,5222988,Other business credit institutions,,2012,24,70109,11008,3199,174,0.6,0.0
0400000US01,01,Alabama,,5223,Activities related to credit intermediation,,2012,574,431927,89563,20983,2274,12.8,3.0
0400000US01,01,Alabama,,52231,Mortgage and nonmortgage loan brokers,,2012,62,83748,25182,5163,357,48.9,2.6
0400000US01,01,Alabama,,522310,Mortgage and nonmortgage loan brokers,,2012,62,83748,25182,5163,357,48.9,2.6
0400000US01,01,Alabama,,52232,"Financial transactions processing, reserve, and clearinghouse activities",,2012,23,103512,15973,3328,206,9.7,0.8
0400000US01,01,Alabama,,522320,"Financial transactions processing, reserve, and clearinghouse activities",,2012,23,103512,15973,3328,206,9.7,0.8
0400000US01,01,Alabama,,52239,Other activities related to credit intermediation,,2012,489,244667,48408,12492,1711,1.7,4.1
0400000US01,01,Alabama,,522390,Other activities related to credit intermediation,,2012,489,244667,48408,12492,1711,1.7,4.1
0400000US01,01,Alabama,,523,"Securities, commodity contracts, and other financial investments and related activities",,2012,753,1154217,395086,105413,3716,4.0,11.5
0400000US01,01,Alabama,,5231,Securities and commodity contracts intermediation and brokerage,,2012,407,747365,281037,76889,2285,0.2,3.1
0400000US01,01,Alabama,,52311,Investment banking and securities dealing,,2012,20,,,,,,
0400000US01,01,Alabama,,523110,Investment banking and securities dealing,,2012,20,,,,,,
0400000US01,01,Alabama,,52312,Securities brokerage,,2012,382,604730,240334,65425,2089,0.2,3.8
0400000US01,01,Alabama,,523120,Securities brokerage,,2012,382,604730,240334,65425,2089,0.2,3.8
0400000US01,01,Alabama,,52314,Commodity contracts brokerage,,2012,5,,,,,,
0400000US01,01,Alabama,,523140,Commodity contracts brokerage,,2012,5,,,,,,
0400000US01,01,Alabama,,5239,Other financial investment activities,,2012,346,406852,114049,28524,1431,11.0,27.0
0400000US01,01,Alabama,,52391,Miscellaneous intermediation,,2012,67,125085,13727,3430,165,11.2,17.6
0400000US01,01,Alabama,,523910,Miscellaneous intermediation,,2012,67,125085,13727,3430,165,11.2,17.6
0400000US01,01,Alabama,,52392,Portfolio management,,2012,130,119693,44054,10432,518,7.3,5.9
0400000US01,01,Alabama,,523920,Portfolio management,,2012,130,119693,44054,10432,518,7.3,5.9
0400000US01,01,Alabama,,52393,Investment advice,,2012,123,116404,39222,10423,441,14.4,62.1
0400000US01,01,Alabama,,523930,Investment advice,,2012,123,116404,39222,10423,441,14.4,62.1
0400000US01,01,Alabama,,52399,All other financial investment activities,,2012,26,45670,17046,4239,307,11.3,18.1
0400000US01,01,Alabama,,523991,"Trust, fiduciary, and custody activities",,2012,21,38125,15281,4131,295,13.3,21.7
0400000US01,01,Alabama,,523999,Miscellaneous financial investment activities,,2012,5,7545,1765,108,12,0.8,0.0
0400000US01,01,Alabama,,524,Insurance carriers and related activities,,2012,2417,,1870074,476817,26285,,
0400000US01,01,Alabama,,5241,Insurance carriers,,2012,657,,1047913,309601,14040,,
0400000US01,01,Alabama,,52411,"Direct life, health, and medical insurance carriers",,2012,185,,667501,204091,8385,,
0400000US01,01,Alabama,,524113,Direct life insurance carriers,,2012,137,,334199,110474,4572,,
0400000US01,01,Alabama,,524114,Direct health and medical insurance carriers,,2012,48,,333302,93617,3813,,
0400000US01,01,Alabama,,52412,"Direct insurance (except life, health, and medical) carriers",,2012,472,,380412,105510,5655,,
0400000US01,01,Alabama,,524126,Direct property and casualty insurance carriers,,2012,451,,371279,103136,5447,,
0400000US01,01,Alabama,,524127,Direct title insurance carriers,,2012,13,,6383,1657,126,,
0400000US01,01,Alabama,,524128,"Other direct insurance (except life, health, and medical) carriers",,2012,8,,2750,717,82,,
0400000US01,01,Alabama,,5242,"Agencies, brokerages, and other insurance related activities",,2012,1760,2051303,822161,167216,12245,25.4,3.9
0400000US01,01,Alabama,,52421,Insurance agencies and brokerages,,2012,1630,1222326,415216,107871,7733,29.6,6.0
0400000US01,01,Alabama,,524210,Insurance agencies and brokerages,,2012,1630,1222326,415216,107871,7733,29.6,6.0
0400000US01,01,Alabama,,52429,Other insurance related activities,,2012,130,828977,406945,59345,4512,19.0,0.9
0400000US01,01,Alabama,,524291,Claims adjusting,,2012,58,561770,307695,36222,2890,27.3,0.3
0400000US01,01,Alabama,,524292,Third party administration of insurance and pension funds,,2012,50,255788,93554,21836,1516,0.5,1.4
0400000US01,01,Alabama,,524298,All other insurance related activities,,2012,22,11419,5696,1287,106,30.7,17.1
0400000US02,02,Alaska,,52,Finance and insurance,,2012,740,,432599,115307,7215,,
0400000US02,02,Alaska,,522,Credit intermediation and related activities,,2012,319,,255898,67916,4822,,
0400000US02,02,Alaska,,5221,Depository credit intermediation,,2012,251,,217335,59187,4279,,
0400000US02,02,Alaska,,52211,Commercial banking,,2012,138,,116580,31374,2253,,
0400000US02,02,Alaska,,522110,Commercial banking,,2012,138,,116580,31374,2253,,
0400000US02,02,Alaska,,5221101,National commercial banks (banking),,2012,113,,89921,24576,1811,,
0400000US02,02,Alaska,,5221102,State commercial banks (banking),,2012,25,,26659,6798,442,,
0400000US02,02,Alaska,,52212,Savings institutions,,2012,10,,,,,,
0400000US02,02,Alaska,,522120,Savings institutions,,2012,10,,,,,,
0400000US02,02,Alaska,,5221201,"Savings institutions, federally chartered",,2012,5,,,,,,
0400000US02,02,Alaska,,5221203,"Savings institutions, not federally chartered",,2012,5,,,,,,
0400000US02,02,Alaska,,52213,Credit unions,,2012,103,,,,,,
0400000US02,02,Alaska,,522130,Credit unions,,2012,103,,,,,,
0400000US02,02,Alaska,,5221301,"Credit unions, federally chartered",,2012,89,254722,77826,21594,1587,0.0,15.5
0400000US02,02,Alaska,,5221309,"Credit unions, not federally chartered",,2012,14,,,,,,
0400000US02,02,Alaska,,5222,Nondepository credit intermediation,,2012,47,123367,35122,7877,470,0.9,0.1
0400000US02,02,Alaska,,52222,Sales financing,,2012,5,,,,,,
0400000US02,02,Alaska,,522220,Sales financing,,2012,5,,,,,,
0400000US02,02,Alaska,,52229,Other nondepository credit intermediation,,2012,42,,,,,,
0400000US02,02,Alaska,,522291,Consumer lending,,2012,4,5257,1278,302,37,0.0,0.0
0400000US02,02,Alaska,,522292,Real estate credit,,2012,23,90001,27509,5672,306,0.0,0.0
0400000US02,02,Alaska,,5222929,Mortgage bankers and loan correspondents,,2012,22,,,,,,
0400000US02,02,Alaska,,522298,All other nondepository credit intermediation,,2012,15,,,,,,
0400000US02,02,Alaska,,5222981,Pawnshops,,2012,13,14997,3008,885,87,6.6,1.1
0400000US02,02,Alaska,,5222988,Other business credit institutions,,2012,2,,,,,,
0400000US02,02,Alaska,,5223,Activities related to credit intermediation,,2012,21,11311,3441,852,73,3.5,0.0
0400000US02,02,Alaska,,52231,Mortgage and nonmortgage loan brokers,,2012,4,2546,863,171,10,5.8,0.0
0400000US02,02,Alaska,,522310,Mortgage and nonmortgage loan brokers,,2012,4,2546,863,171,10,5.8,0.0
0400000US02,02,Alaska,,52232,"Financial transactions processing, reserve, and clearinghouse activities",,2012,6,5926,1729,473,32,2.1,0.0
0400000US02,02,Alaska,,522320,"Financial transactions processing, reserve, and clearinghouse activities",,2012,6,5926,1729,473,32,2.1,0.0
0400000US02,02,Alaska,,52239,Other activities related to credit intermediation,,2012,11,2839,849,208,31,4.4,0.0
0400000US02,02,Alaska,,522390,Other activities related to credit intermediation,,2012,11,2839,849,208,31,4.4,0.0
0400000US02,02,Alaska,,523,"Securities, commodity contracts, and other financial investments and related activities",,2012,137,159943,62394,16609,577,3.6,1.4
0400000US02,02,Alaska,,5231,Securities and commodity contracts intermediation and brokerage,,2012,72,75887,33478,9329,290,0.1,0.0
0400000US02,02,Alaska,,52312,Securities brokerage,,2012,70,,,,,,
0400000US02,02,Alaska,,523120,Securities brokerage,,2012,70,,,,,,
0400000US02,02,Alaska,,52314,Commodity contracts brokerage,,2012,2,,,,,,
0400000US02,02,Alaska,,523140,Commodity contracts brokerage,,2012,2,,,,,,
0400000US02,02,Alaska,,5239,Other financial investment activities,,2012,65,84056,28916,7280,287,6.9,2.7
0400000US02,02,Alaska,,52391,Miscellaneous intermediation,,2012,11,20140,3840,1044,58,4.3,4.4
0400000US02,02,Alaska,,523910,Miscellaneous intermediation,,2012,11,20140,3840,1044,58,4.3,4.4
0400000US02,02,Alaska,,52392,Portfolio management,,2012,26,48444,20861,5260,157,4.2,0.0
0400000US02,02,Alaska,,523920,Portfolio management,,2012,26,48444,20861,5260,157,4.2,0.0
0400000US02,02,Alaska,,52393,Investment advice,,2012,22,7128,2130,501,46,39.8,12.4
0400000US02,02,Alaska,,523930,Investment advice,,2012,22,7128,2130,501,46,39.8,12.4
0400000US02,02,Alaska,,52399,All other financial investment activities,,2012,6,8344,2085,475,26,0.4,6.3
0400000US02,02,Alaska,,523991,"Trust, fiduciary, and custody activities",,2012,6,8344,2085,475,26,0.4,6.3
0400000US02,02,Alaska,,524,Insurance carriers and related activities,,2012,284,,114307,30782,1816,,
0400000US02,02,Alaska,,5241,Insurance carriers,,2012,45,,,,,,
0400000US02,02,Alaska,,52411,"Direct life, health, and medical insurance carriers",,2012,20,,,,,,
0400000US02,02,Alaska,,524113,Direct life insurance carriers,,2012,16,,,,,,
0400000US02,02,Alaska,,524114,Direct health and medical insurance carriers,,2012,4,,3250,1041,41,,
0400000US02,02,Alaska,,52412,"Direct insurance (except life, health, and medical) carriers",,2012,25,,,,,,
0400000US02,02,Alaska,,524126,Direct property and casualty insurance carriers,,2012,19,,,,,,
0400000US02,02,Alaska,,524127,Direct title insurance carriers,,2012,6,,5528,1200,99,,
0400000US02,02,Alaska,,5242,"Agencies, brokerages, and other insurance related activities",,2012,239,,,,,,
0400000US02,02,Alaska,,52421,Insurance agencies and brokerages,,2012,204,,,,,,
0400000US02,02,Alaska,,524210,Insurance agencies and brokerages,,2012,204,,,,,,
0400000US02,02,Alaska,,52429,Other insurance related activities,,2012,35,,,,,,
0400000US02,02,Alaska,,524291,Claims adjusting,,2012,11,,,,,,
0400000US02,02,Alaska,,524292,Third party administration of insurance and pension funds,,2012,24,,,,,,
0400000US04,04,Arizona,,52,Finance and insurance,,2012,9196,,7846586,2176122,128762,,
0400000US04,04,Arizona,,521,Monetary authorities - central bank,,2012,1,0,2797,706,46,0.0,0.0
0400000US04,04,Arizona,,5211,Monetary authorities - central bank,,2012,1,0,2797,706,46,0.0,0.0
0400000US04,04,Arizona,,52111,Monetary authorities - central bank,,2012,1,0,2797,706,46,0.0,0.0
0400000US04,04,Arizona,,521110,Monetary authorities - central bank,,2012,1,0,2797,706,46,0.0,0.0
0400000US04,04,Arizona,,522,Credit intermediation and related activities,,2012,3381,,3796850,1050050,68664,,
0400000US04,04,Arizona,,5221,Depository credit intermediation,,2012,1864,,2342331,690484,42190,,
0400000US04,04,Arizona,,52211,Commercial banking,,2012,1515,,2083463,619323,36590,,
0400000US04,04,Arizona,,522110,Commercial banking,,2012,1515,,2083463,619323,36590,,
0400000US04,04,Arizona,,5221101,National commercial banks (banking),,2012,1169,,1893517,566336,33529,,
0400000US04,04,Arizona,,5221102,State commercial banks (banking),,2012,346,,189946,52987,3061,,
0400000US04,04,Arizona,,52212,Savings institutions,,2012,80,,74062,22323,1394,,
0400000US04,04,Arizona,,522120,Savings institutions,,2012,80,,74062,22323,1394,,
0400000US04,04,Arizona,,5221201,"Savings institutions, federally chartered",,2012,59,,,,,,
0400000US04,04,Arizona,,5221203,"Savings institutions, not federally chartered",,2012,21,,,,,,
0400000US04,04,Arizona,,52213,Credit unions,,2012,269,745337,184806,48838,4206,1.1,1.8
0400000US04,04,Arizona,,522130,Credit unions,,2012,269,745337,184806,48838,4206,1.1,1.8
0400000US04,04,Arizona,,5221301,"Credit unions, federally chartered",,2012,155,432491,93969,25326,2306,0.2,1.9
0400000US04,04,Arizona,,5221309,"Credit unions, not federally chartered",,2012,114,312846,90837,23512,1900,2.3,1.6
0400000US04,04,Arizona,,5222,Nondepository credit intermediation,,2012,870,8014301,1068536,263026,18419,1.1,1.6
0400000US04,04,Arizona,,52221,Credit card issuing,,2012,62,,,,,,
0400000US04,04,Arizona,,522210,Credit card issuing,,2012,62,,,,,,
0400000US04,04,Arizona,,52222,Sales financing,,2012,117,1618774,121072,38311,2061,1.2,1.5
0400000US04,04,Arizona,,522220,Sales financing,,2012,117,1618774,121072,38311,2061,1.2,1.5
0400000US04,04,Arizona,,52229,Other nondepository credit intermediation,,2012,691,,,,,,
0400000US04,04,Arizona,,522291,Consumer lending,,2012,120,684131,151713,38331,2389,2.3,3.1
0400000US04,04,Arizona,,522292,Real estate credit,,2012,340,2172213,563931,121141,7862,0.7,2.9
0400000US04,04,Arizona,,5222929,Mortgage bankers and loan correspondents,,2012,334,,,,,,
0400000US04,04,Arizona,,522293,International trade financing,,2012,1,,,,,,
0400000US04,04,Arizona,,522294,Secondary market financing,,2012,4,22816,5757,1780,159,1.2,0.0
0400000US04,04,Arizona,,522298,All other nondepository credit intermediation,,2012,226,,,,,,
0400000US04,04,Arizona,,5222981,Pawnshops,,2012,202,,,,,,
0400000US04,04,Arizona,,5222988,Other business credit institutions,,2012,24,,,,,,
0400000US04,04,Arizona,,5223,Activities related to credit intermediation,,2012,647,1528968,385983,96540,8055,4.8,5.7
0400000US04,04,Arizona,,52231,Mortgage and nonmortgage loan brokers,,2012,200,168054,47474,9166,615,14.0,10.5
0400000US04,04,Arizona,,522310,Mortgage and nonmortgage loan brokers,,2012,200,168054,47474,9166,615,14.0,10.5
0400000US04,04,Arizona,,52232,"Financial transactions processing, reserve, and clearinghouse activities",,2012,107,1119107,243938,61823,5191,4.3,5.4
0400000US04,04,Arizona,,522320,"Financial transactions processing, reserve, and clearinghouse activities",,2012,107,1119107,243938,61823,5191,4.3,5.4
0400000US04,04,Arizona,,52239,Other activities related to credit intermediation,,2012,340,241807,94571,25551,2249,0.5,3.8
0400000US04,04,Arizona,,522390,Other activities related to credit intermediation,,2012,340,241807,94571,25551,2249,0.5,3.8
0400000US04,04,Arizona,,523,"Securities, commodity contracts, and other financial investments and related activities",,2012,2030,3775775,1221457,337833,14960,2.5,1.4
0400000US04,04,Arizona,,5231,Securities and commodity contracts intermediation and brokerage,,2012,1047,2021811,684328,188579,7828,0.4,0.4
0400000US04,04,Arizona,,52311,Investment banking and securities dealing,,2012,19,,,,,,
0400000US04,04,Arizona,,523110,Investment banking and securities dealing,,2012,19,,,,,,
0400000US04,04,Arizona,,52312,Securities brokerage,,2012,1020,1996206,674855,186524,7741,0.4,0.4
0400000US04,04,Arizona,,523120,Securities brokerage,,2012,1020,1996206,674855,186524,7741,0.4,0.4
0400000US04,04,Arizona,,52313,Commodity contracts dealing,,2012,3,,,,,,
0400000US04,04,Arizona,,523130,Commodity contracts dealing,,2012,3,,,,,,
0400000US04,04,Arizona,,52314,Commodity contracts brokerage,,2012,5,,,,,,
0400000US04,04,Arizona,,523140,Commodity contracts brokerage,,2012,5,,,,,,
0400000US04,04,Arizona,,5239,Other financial investment activities,,2012,983,1753964,537129,149254,7132,4.9,2.5
0400000US04,04,Arizona,,52391,Miscellaneous intermediation,,2012,132,,,,,,
0400000US04,04,Arizona,,523910,Miscellaneous intermediation,,2012,132,,,,,,
0400000US04,04,Arizona,,52392,Portfolio management,,2012,420,809916,256306,68563,2742,2.1,2.2
0400000US04,04,Arizona,,523920,Portfolio management,,2012,420,809916,256306,68563,2742,2.1,2.2
0400000US04,04,Arizona,,52393,Investment advice,,2012,363,607768,194735,60352,3212,6.5,1.8
0400000US04,04,Arizona,,523930,Investment advice,,2012,363,607768,194735,60352,3212,6.5,1.8
0400000US04,04,Arizona,,52399,All other financial investment activities,,2012,68,,,,,,
0400000US04,04,Arizona,,523991,"Trust, fiduciary, and custody activities",,2012,65,167943,34968,7985,609,1.5,2.3
0400000US04,04,Arizona,,523999,Miscellaneous financial investment activities,,2012,3,,,,,,
0400000US04,04,Arizona,,524,Insurance carriers and related activities,,2012,3784,,2825482,787533,45092,,
0400000US04,04,Arizona,,5241,Insurance carriers,,2012,962,,2083959,614063,31371,,
0400000US04,04,Arizona,,52411,"Direct life, health, and medical insurance carriers",,2012,390,,1309491,400872,18307,,
0400000US04,04,Arizona,,524113,Direct life insurance carriers,,2012,203,,368543,105299,4941,,
0400000US04,04,Arizona,,524114,Direct health and medical insurance carriers,,2012,187,,940948,295573,13366,,
0400000US04,04,Arizona,,52412,"Direct insurance (except life, health, and medical) carriers",,2012,567,,,,,,
0400000US04,04,Arizona,,524126,Direct property and casualty insurance carriers,,2012,428,,670445,188093,11484,,
0400000US04,04,Arizona,,524127,Direct title insurance carriers,,2012,128,,98539,23846,1479,,
0400000US04,04,Arizona,,524128,"Other direct insurance (except life, health, and medical) carriers",,2012,11,,,,,,
0400000US04,04,Arizona,,52413,Reinsurance carriers,,2012,5,,,,,,
0400000US04,04,Arizona,,524130,Reinsurance carriers,,2012,5,,,,,,
0400000US04,04,Arizona,,5242,"Agencies, brokerages, and other insurance related activities",,2012,2822,10165034,741523,173470,13721,5.2,1.4
0400000US04,04,Arizona,,52421,Insurance agencies and brokerages,,2012,2602,1519201,457514,112419,9071,32.6,7.5
0400000US04,04,Arizona,,524210,Insurance agencies and brokerages,,2012,2602,1519201,457514,112419,9071,32.6,7.5
0400000US04,04,Arizona,,52429,Other insurance related activities,,2012,220,8645833,284009,61051,4650,0.4,0.4
0400000US04,04,Arizona,,524291,Claims adjusting,,2012,73,57689,20319,4847,369,25.0,5.9
0400000US04,04,Arizona,,524292,Third party administration of insurance and pension funds,,2012,106,8570014,258372,54950,4128,0.1,0.3
0400000US04,04,Arizona,,524298,All other insurance related activities,,2012,41,18130,5318,1254,153,54.1,9.4
0400000US05,05,Arkansas,,52,Finance and insurance,,2012,4319,,1923865,509856,35504,,
0400000US05,05,Arkansas,,521,Monetary authorities - central bank,,2012,1,56291,2669,667,23,0.0,0.0
0400000US05,05,Arkansas,,5211,Monetary authorities - central bank,,2012,1,56291,2669,667,23,0.0,0.0
0400000US05,05,Arkansas,,52111,Monetary authorities - central bank,,2012,1,56291,2669,667,23,0.0,0.0
0400000US05,05,Arkansas,,521110,Monetary authorities - central bank,,2012,1,56291,2669,667,23,0.0,0.0
0400000US05,05,Arkansas,,522,Credit intermediation and related activities,,2012,1938,,917371,232002,20128,,
0400000US05,05,Arkansas,,5221,Depository credit intermediation,,2012,1576,,781494,196407,17448,,
0400000US05,05,Arkansas,,52211,Commercial banking,,2012,1421,,729378,183948,16131,,
0400000US05,05,Arkansas,,522110,Commercial banking,,2012,1421,,729378,183948,16131,,
0400000US05,05,Arkansas,,5221101,National commercial banks (banking),,2012,411,,193644,50715,4295,,
0400000US05,05,Arkansas,,5221102,State commercial banks (banking),,2012,1010,,535734,133233,11836,,
0400000US05,05,Arkansas,,52212,Savings institutions,,2012,35,,16639,4228,368,,
0400000US05,05,Arkansas,,522120,Savings institutions,,2012,35,,16639,4228,368,,
0400000US05,05,Arkansas,,5221201,"Savings institutions, federally chartered",,2012,33,,,,,,
0400000US05,05,Arkansas,,5221203,"Savings institutions, not federally chartered",,2012,2,,,,,,
0400000US05,05,Arkansas,,52213,Credit unions,,2012,120,152939,35477,8231,949,0.0,3.4
0400000US05,05,Arkansas,,522130,Credit unions,,2012,120,152939,35477,8231,949,0.0,3.4
0400000US05,05,Arkansas,,5221301,"Credit unions, federally chartered",,2012,119,,,,,,
0400000US05,05,Arkansas,,5221309,"Credit unions, not federally chartered",,2012,1,,,,,,
0400000US05,05,Arkansas,,5222,Nondepository credit intermediation,,2012,298,623832,73716,20855,1490,7.4,2.9
0400000US05,05,Arkansas,,52221,Credit card issuing,,2012,8,,,,,,
0400000US05,05,Arkansas,,522210,Credit card issuing,,2012,8,,,,,,
0400000US05,05,Arkansas,,52222,Sales financing,,2012,41,244156,11204,2640,232,12.0,2.0
0400000US05,05,Arkansas,,522220,Sales financing,,2012,41,244156,11204,2640,232,12.0,2.0
0400000US05,05,Arkansas,,52229,Other nondepository credit intermediation,,2012,249,,,,,,
0400000US05,05,Arkansas,,522291,Consumer lending,,2012,19,35080,4501,1165,92,4.0,0.1
0400000US05,05,Arkansas,,522292,Real estate credit,,2012,76,202930,36309,10568,502,0.0,4.0
0400000US05,05,Arkansas,,5222929,Mortgage bankers and loan correspondents,,2012,36,54131,19166,4020,261,0.0,13.9
0400000US05,05,Arkansas,,522298,All other nondepository credit intermediation,,2012,154,,,,,,
0400000US05,05,Arkansas,,5222981,Pawnshops,,2012,145,58204,11684,2852,503,23.2,6.8
0400000US05,05,Arkansas,,5222988,Other business credit institutions,,2012,9,,,,,,
0400000US05,05,Arkansas,,5223,Activities related to credit intermediation,,2012,64,420832,62161,14740,1190,1.0,15.5
0400000US05,05,Arkansas,,52231,Mortgage and nonmortgage loan brokers,,2012,23,11154,2892,602,63,34.6,5.4
0400000US05,05,Arkansas,,522310,Mortgage and nonmortgage loan brokers,,2012,23,11154,2892,602,63,34.6,5.4
0400000US05,05,Arkansas,,52232,"Financial transactions processing, reserve, and clearinghouse activities",,2012,16,285660,31411,8239,608,0.1,0.1
0400000US05,05,Arkansas,,522320,"Financial transactions processing, reserve, and clearinghouse activities",,2012,16,285660,31411,8239,608,0.1,0.1
0400000US05,05,Arkansas,,52239,Other activities related to credit intermediation,,2012,25,124018,27858,5899,519,0.0,52.0
0400000US05,05,Arkansas,,522390,Other activities related to credit intermediation,,2012,25,124018,27858,5899,519,0.0,52.0
0400000US05,05,Arkansas,,523,"Securities, commodity contracts, and other financial investments and related activities",,2012,597,724683,348805,100036,3088,3.3,7.5
0400000US05,05,Arkansas,,5231,Securities and commodity contracts intermediation and brokerage,,2012,339,528536,272529,77175,2182,0.1,0.5
0400000US05,05,Arkansas,,52311,Investment banking and securities dealing,,2012,3,,,,,,
0400000US05,05,Arkansas,,523110,Investment banking and securities dealing,,2012,3,,,,,,
0400000US05,05,Arkansas,,52312,Securities brokerage,,2012,327,,,,,,
0400000US05,05,Arkansas,,523120,Securities brokerage,,2012,327,,,,,,
0400000US05,05,Arkansas,,52313,Commodity contracts dealing,,2012,2,,,,,,
0400000US05,05,Arkansas,,523130,Commodity contracts dealing,,2012,2,,,,,,
0400000US05,05,Arkansas,,52314,Commodity contracts brokerage,,2012,7,1771,1155,208,15,0.0,7.6
0400000US05,05,Arkansas,,523140,Commodity contracts brokerage,,2012,7,1771,1155,208,15,0.0,7.6
0400000US05,05,Arkansas,,5239,Other financial investment activities,,2012,258,196147,76276,22861,906,12.0,26.4
0400000US05,05,Arkansas,,52391,Miscellaneous intermediation,,2012,76,78663,32365,10618,317,18.9,36.0
0400000US05,05,Arkansas,,523910,Miscellaneous intermediation,,2012,76,78663,32365,10618,317,18.9,36.0
0400000US05,05,Arkansas,,52392,Portfolio management,,2012,92,66367,25581,7741,281,7.3,7.2
0400000US05,05,Arkansas,,523920,Portfolio management,,2012,92,66367,25581,7741,281,7.3,7.2
0400000US05,05,Arkansas,,52393,Investment advice,,2012,70,29442,9262,2239,145,11.9,44.9
0400000US05,05,Arkansas,,523930,Investment advice,,2012,70,29442,9262,2239,145,11.9,44.9
0400000US05,05,Arkansas,,52399,All other financial investment activities,,2012,20,21675,9068,2263,163,1.7,25.0
0400000US05,05,Arkansas,,523991,"Trust, fiduciary, and custody activities",,2012,11,16527,8053,2020,141,1.7,26.1
0400000US05,05,Arkansas,,523999,Miscellaneous financial investment activities,,2012,9,5148,1015,243,22,1.7,21.8
0400000US05,05,Arkansas,,524,Insurance carriers and related activities,,2012,1783,,655020,177151,12265,,
0400000US05,05,Arkansas,,5241,Insurance carriers,,2012,236,,394409,112661,6444,,
0400000US05,05,Arkansas,,52411,"Direct life, health, and medical insurance carriers",,2012,112,,295025,88390,4656,,
0400000US05,05,Arkansas,,524113,Direct life insurance carriers,,2012,59,,64073,19180,1131,,
0400000US05,05,Arkansas,,524114,Direct health and medical insurance carriers,,2012,53,,230952,69210,3525,,
0400000US05,05,Arkansas,,52412,"Direct insurance (except life, health, and medical) carriers",,2012,122,,,,,,
0400000US05,05,Arkansas,,524126,Direct property and casualty insurance carriers,,2012,108,,74034,19574,1272,,
